id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6846863,4 bedroom home with beautiful views,35877394,Kevin,,Ward 77,-33.91361,18.41286,Entire home/apt,9000,10,0,,,1,83,0,
6857875,"Outdoor Shower, private deck and Stylish Apartment",27998076,Jennifer,,Ward 69,-34.13791,18.38633,Entire home/apt,1700,1,2,2024-04-01,0.04,5,306,1,
6863218,"Secluded Outdoor Spa Bath, Romantic Escape near Cape Town",27998076,Jennifer,,Ward 69,-34.13795,18.38634,Entire home/apt,2200,1,46,2024-11-26,0.47,5,308,15,
6874341,"A Trendy Gem in ""Woodstock""",36025813,Leah,,Ward 57,-33.93253,18.45119,Entire home/apt,2450,3,66,2024-12-21,0.65,1,186,2,
6876030,Peaceful self-contained Cape cottage,36032957,Megan,,Ward 59,-33.97854,18.45137,Entire home/apt,809,2,13,2024-12-10,0.12,2,156,4,
6881598,Refurbished in 2024! Green Apartment,35308129,Annehette,,Ward 2,-33.89046,18.61891,Entire home/apt,883,2,135,2024-06-21,1.22,3,270,7,
6891769,"""InCapeTown"" Petite Designer Studio",15535180,Lizeth,,Ward 77,-33.93639,18.40219,Entire home/apt,864,2,338,2024-12-08,2.93,2,311,21,
6904561,Little Paradise - with solar backup electricity,34496867,Antje,,Ward 69,-34.10682,18.38107,Entire home/apt,5500,2,20,2024-03-28,0.21,12,251,2,
6905663,"Cottage near beach, golf courses and mountains",36189831,Susan,,Ward 83,-34.11054992675781,18.824390411376953,Entire home/apt,1200,2,8,2023-06-19,0.08,1,274,0,
6907242,At Villa Fig Constantia,36197550,Bruno,,Ward 73,-34.02018,18.45869,Private room,2400,2,3,2022-03-17,0.05,1,88,0,
6927931,Stroll in the Park from an Elegant Apartment,13286229,Dale,,Ward 115,-33.90775,18.40469,Entire home/apt,,3,175,2024-10-21,1.53,15,0,7,
6943005,Private Garden Room - Sea Point,36407020,Gloria,,Ward 54,-33.92036,18.39203,Entire home/apt,1100,2,59,2024-11-28,0.54,1,311,14,
6949647,Studio on the Golden Mile next to V&A Waterfront,3886732,Koos,,Ward 115,-33.89984,18.40674,Entire home/apt,826,2,73,2024-12-19,0.66,83,109,23,
6960517,Pebbles-Beach House,31902894,Sabine,,Ward 61,-34.13715,18.32587,Entire home/apt,7312,3,85,2024-11-30,0.83,1,167,7,
6960692,Kendal Garden Cottage,36499817,Franco,,Ward 73,-34.03064,18.45594,Entire home/apt,950,2,19,2024-07-14,0.18,1,350,5,
7708468,The Views Cape Town Apartment.,40493731,Levita Marianne,,Ward 57,-33.93628,18.4435,Entire home/apt,1100,2,33,2024-12-19,0.30,1,356,5,
7711270,Gorgeous Townhouse in Newlands Village,23972502,Anne,,Ward 59,-33.974312,18.455183,Entire home/apt,2500,5,19,2024-09-03,0.22,1,191,3,
7718606,DeKeurboom Self-Catering (green),40556342,Alinda,,Ward 11,-33.91972,18.69236,Entire home/apt,750,1,10,2024-11-07,0.10,4,283,3,
7718696,Tranquille Manor Guest House,37632571,Sabine,,Ward 21,-33.84894,18.65381,Private room,,1,0,,,3,0,0,
7739272,Bayview Heights - sea mountain view,30537995,Suzette,,Ward 74,-34.05248,18.33485,Entire home/apt,3500,7,0,,,1,263,0,
7739511,Beautiful decorated home with natural pool,11499935,France,,Ward 77,-33.92645,18.40892,Entire home/apt,,10,0,,,1,0,0,
7739995,Guinea Fowl Sunset Room Bed and Breakfast.,8718245,Michele,,Ward 61,-34.13938,18.3293,Private room,,1,13,2022-12-28,0.12,4,0,0,
7746035,Calm and leafy haven in Newlands,33337853,Kari,,Ward 59,-33.97012,18.4554,Entire home/apt,5900,10,6,2023-01-04,0.05,1,9,0,
7769622,One Bedroom Oceanview Apartment-Stunning Sea Views,29672113,Ceez,,Ward 115,-33.90952,18.39847,Entire home/apt,2431,12,29,2024-12-23,0.26,3,114,4,
7783320,"Perfectly located, walk everywhere",40955099,Daniel,,Ward 115,-33.92853927612305,18.412439346313477,Entire home/apt,,2,53,2024-05-11,0.58,1,0,13,
7792036,House has sea views from every room,22949898,Pauline,,Ward 64,-34.11018,18.46533,Entire home/apt,5550,2,4,2023-10-28,0.04,3,249,0,
7793045,"Aug Special, Modern City Apartment, 2 Bed",24645140,Nīcholas,,Ward 115,-33.92143,18.42015,Entire home/apt,2390,28,20,2024-01-02,0.18,2,273,1,
7793049,Downstairs apartment's magic views,22949898,Pauline,,Ward 64,-34.10858,18.46635,Entire home/apt,2400,2,58,2024-11-17,0.52,3,275,8,
7797860,"Llandudno - ""Wild Olive """,12040514,Brian,,Ward 74,-34.01138,18.33796,Entire home/apt,1800,3,97,2024-11-08,0.87,3,111,38,
7817676,Lindos at the foot of Table Mountain,41157194,Clinton,,Ward 59,-33.97611,18.45257,Entire home/apt,10000,10,5,2024-01-05,0.05,1,347,1,
7819820,"Camps Bay room in a house, near the beach",5527126,Elize,,Ward 54,-33.96359,18.37633,Private room,514,3,0,,,20,204,0,
7822475,Perfect family holiday base,41185123,Andrew,,Ward 73,-34.03689,18.45136,Entire home/apt,,7,5,2022-01-09,0.05,1,0,0,
7830292,26 Ascot Knights,41234984,Cathy,,Ward 4,-33.85972,18.50613,Entire home/apt,1200,3,9,2024-01-02,0.08,1,332,1,
7832349,Noordhoek Farm Style House,41245660,Tanya,,Ward 69,-34.10218,18.38474,Entire home/apt,6157,7,4,2023-02-28,0.05,2,302,0,
7832928,"Comfortable ,Neat & Tidy Apartment",28842028,Simon,,Ward 62,-34.01171,18.46056,Entire home/apt,705,5,0,,,1,119,0,
7850782,Rustic Modern Design Home with Backyard Pool,41369717,Mhairi,,Ward 62,-34.00863,18.43631,Entire home/apt,,10,9,2024-12-27,0.08,1,60,2,
7853769,Industrial style flat. Well located. With AC.,35082377,Geoffrey,,Ward 115,-33.92877,18.42183,Entire home/apt,,4,2,2021-01-03,0.04,1,0,0,
7876358,Self catering holiday accomodation,41517026,Rudolph,,Ward 64,-34.13667,18.42908,Entire home/apt,,3,0,,,1,0,0,
7880836,"Garden Apartment, Llandudno - 3 mins walk to beach",41542754,Janet,,Ward 74,-34.00982,18.34312,Entire home/apt,1900,5,41,2024-12-16,0.37,4,285,8,
7888478,Ideal family summer beach house,41589494,Chris,,Ward 23,-33.72274,18.44406,Entire home/apt,6500,5,5,2020-01-02,0.05,1,8,0,
7891841,Island Views One bedroom with aircon and sea views,28541795,Vernon,,Ward 115,-33.9125,18.40273,Entire home/apt,1340,7,155,2024-11-30,1.38,3,207,7,
7904279,Cosy 2Brm with views in Bo Kaap,3342791,Paul,,Ward 77,-33.92334,18.4128,Entire home/apt,,60,7,2019-02-25,0.06,1,57,0,
7905493,"Modern Home, Sea Point, Perfect for holiday season",41686911,Michelle,,Ward 54,-33.91717,18.39282,Entire home/apt,8500,5,9,2024-01-06,0.09,1,354,2,
7905616,"Modern home with large garden, pool & parking",1558084,Kim,,Ward 73,-34.03761,18.46305,Entire home/apt,3800,2,14,2024-02-25,0.13,1,325,3,
7907468,Peaceful Kom,3145686,Darren,,Ward 61,-34.13926,18.33421,Entire home/apt,,30,100,2020-03-16,1.03,1,0,0,
7915215,Vrede Selfcatering King Studio,41735942,Craig,,Ward 84,-34.09297,18.87825,Entire home/apt,1250,1,1,2024-11-02,0.53,3,223,1,
7915280,Beautiful family home with gorgeous Mountain views,36503283,Neulah,,Ward 58,-33.97858,18.47445,Entire home/apt,6000,5,21,2023-12-28,0.19,1,30,0,
7925348,Central Lush Apartment with 24/7 Wi-Fi Home Office,28382652,Wendy & Ross,,Ward 115,-33.91175,18.41388,Entire home/apt,2850,3,98,2024-12-26,0.87,2,75,54,
7940610,Garden flat with separate entrance,40759811,Sarah,,Ward 58,-33.96304,18.48885,Private room,350,3,175,2024-12-04,1.54,1,299,32,
7942351,Ideal family holiday in the Cape at Dominico House,41886165,Christopher,,Ward 77,-33.93483,18.40159,Entire home/apt,8243,5,3,2024-01-14,0.03,1,10,1,
7943900,Thyme.....Beautiful Valley Views,29777195,Mark,,Ward 74,-34.01181,18.37577,Entire home/apt,3971,3,23,2024-03-23,0.21,5,330,4,
7946222,Bijoux - 2 bedroom cottage in Rondebosch Cape Town,41899749,Barbara,,Ward 58,-33.97194,18.48509,Entire home/apt,3000,2,18,2024-03-30,0.16,1,249,4,
7947228,Large Apartment Stunning Ocean Views! Backup Power,26938197,Nick & Tanya,,Ward 55,-33.881985,18.492325,Entire home/apt,3300,2,415,2024-12-09,3.66,8,168,54,
7948269,"Mountain Views from a Modern, Private Apartment",41914676,Jo & Jules,,Ward 59,-33.98454,18.46388,Entire home/apt,,2,85,2022-10-30,0.75,2,0,0,
7948588,Tuinhuis Villa,23686786,Freda,,Ward 77,-33.94212,18.41225,Entire home/apt,,5,1,2023-01-05,0.04,3,0,0,
7949841,Authentic Cape Town Apartment near the Silo District,8108425,,,Ward 115,-33.91435,18.4181,Entire home/apt,,2,109,2024-11-02,1.00,64,325,5,
7959457,Fisherman's Cottage,41881009,Ivan And Lisa,,Ward 61,-34.201984,18.378401,Entire home/apt,2500,2,254,2024-12-16,2.25,2,316,26,
7959513,"Amma Beach Cabin, Scarborough",41881009,Ivan And Lisa,,Ward 61,-34.20055,18.37779,Entire home/apt,1600,2,316,2024-12-08,2.84,2,326,47,
7961299,306 Leisure Bay Apartment w Sea and Mountain Views,2516345,Jaco,,Ward 55,-33.89425,18.48165,Entire home/apt,2723,1,6,2023-12-27,0.08,88,326,0,
7963043,Constantia Klein Loft Apartment on the Vineyards,25225644,Vanessa,,Ward 62,-34.03715,18.41976,Entire home/apt,2700,2,164,2024-12-07,1.52,4,264,9,
7965479,"Chic Home, Lagoon Views situated within a Hotel",2516345,Jaco,,Ward 55,-33.89113,18.48526,Entire home/apt,2480,2,4,2022-03-12,0.04,88,312,0,
7966293,Sea Point Guest Room - Great sea view & sunsets,42033590,Hymie,,Ward 54,-33.91864,18.39483,Private room,1305,4,26,2024-11-12,0.24,1,337,5,
7992621,Amazing Space,31069365,Lorien,,Ward 77,-33.93906,18.42267,Entire home/apt,750,1,215,2024-12-26,2.16,1,43,22,
7995376,Beach House with views of Table Mt. (large groups),42204511,James,,Ward 23,-33.79408,18.45847,Entire home/apt,5286,1,52,2024-10-18,0.46,1,211,5,
7995991,Tranquil Morning Star Cottage,42206833,Karen,,Ward 73,-34.03207,18.45909,Entire home/apt,1300,2,10,2024-12-25,0.09,1,83,3,
7997120,Beautiful private apartment : Melody,42213696,June,,Ward 59,-33.99028,18.45913,Entire home/apt,1141,3,15,2024-12-17,0.71,1,59,8,
7507123,Modern Classic,27950206,Allyson,,Ward 54,-33.94716,18.38732,Entire home/apt,17500,7,11,2024-01-03,0.10,2,15,1,
7508829,Green Point Apartment,39336836,Nicole,,Ward 115,-33.91045,18.41097,Entire home/apt,1500,2,30,2022-05-29,0.28,19,213,0,
7509718,Villa Palms,33639808,Steffi,,Ward 54,-33.92366,18.38721,Entire home/apt,7000,2,12,2024-12-27,1.39,1,181,12,
7514023,Century City Quayside Canal 202 .,39365952,Denise,,Ward 55,-33.88694,18.5125,Entire home/apt,1386,2,117,2024-12-08,1.04,4,231,10,
7520768,Garden view room,25126910,Finchleyguesthouse,,Ward 54,-33.96057,18.37844,Private room,,1,0,,,3,0,0,
7520920,sea view rooms 2/3,25126910,Finchleyguesthouse,,Ward 54,-33.9603,18.37892,Private room,,1,0,,,3,0,0,
7539201,Luxurious Seaside Home Cape Town,37578628,Eddie,,Ward 4,-33.8505803,18.4912733,Entire home/apt,,10,1,2024-01-02,0.08,1,0,1,
7550881,De Waterkant house for 8 (no load shedding),125665718,Arnie,,Ward 115,-33.91571,18.41717,Entire home/apt,5648,2,325,2024-12-27,2.94,1,290,34,
7553515,"Refreshing, creative & comfy studio",30853814,Frank,,Ward 54,-33.92071,18.38168,Entire home/apt,1571,2,1,2024-12-08,1,1,26,1,
7566663,Simons Town self catering apartment,39673240,Shaun,,Ward 61,-34.19717,18.44684,Entire home/apt,750,2,241,2024-12-15,2.17,1,298,21,
7570309,"Glorious views, amazing sunsets!",82871064,Clarisse,,Ward 84,-34.09703,18.86851,Entire home/apt,4847,5,50,2024-12-15,0.45,1,115,18,
7578995,"Contemporary, light-filled 2 bedroom apartment",21041873,Kristin,,Ward 77,-33.93193,18.40536,Entire home/apt,1186,4,5,2019-01-04,0.04,1,306,0,
7585076,Alfie's Cottage,39778412,Jen,,Ward 84,-34.07036,18.86811,Entire home/apt,1500,2,6,2023-11-25,0.12,1,293,0,
7592245,Stylish and Cosy Studio,22556732,Abby,,Ward 74,-34.03082,18.34368,Private room,,14,55,2016-11-27,0.49,1,0,0,
7592983,Happy Cape Home to share- central 2 all -wow views,39818463,Jenny,,Ward 77,-33.94598,18.42274,Private room,,2,0,,,1,0,0,
7596268,Partridge Place,39782320,Rònel,,Ward 64,-34.14194,18.42804,Entire home/apt,750,5,31,2024-01-11,0.27,1,258,2,
7596436,"The Cottage, Heide Avenue",39827767,Andy,,Ward 15,-34.05947,18.83585,Entire home/apt,1300,4,9,2023-10-18,0.08,1,275,0,
7608038,self catering appartment,39900444,Patricia,,Ward 55,-33.87404,18.49857,Private room,600,3,29,2024-12-23,0.26,1,342,4,
7618208,Luxurious Camps Bay villa: Sea+Mnt view + Cool art,39954789,Candice,,Ward 54,-33.95653,18.38284,Entire home/apt,25000,2,4,2024-01-05,0.16,2,358,1,
7623017,Luxury three bedroom beachfront apartment,202780063,Bianca,,Ward 83,-34.11383,18.82304,Entire home/apt,2049,3,130,2024-12-20,1.73,1,358,4,
7629192,Natural Getaway,39794135,Erica,,Ward 84,-34.12827,18.91327,Private room,1000,2,0,,,1,177,0,
7640541,Quiet cottage near the sea,40092134,Bronwen,,Ward 64,-34.1287,18.41369,Private room,499,7,0,,,1,55,0,
7658760,Private apartment next to Hout Bay beach,40198848,Lee,,Ward 74,-34.04245,18.35304,Entire home/apt,1058,6,106,2024-12-06,0.94,1,275,3,
7660782,Waters Edge - Luxury Villa - Camps Bay,40211065,Nathan,,Ward 54,-33.95936,18.37745,Entire home/apt,14791,3,188,2024-11-29,1.67,3,85,8,
7681470,Spacious Luxury 2-bed Apartment Gardens - serviced,40343152,Willem,,Ward 77,-33.93432,18.4102,Entire home/apt,4150,1,1,2022-04-11,0.03,4,199,0,
7686453,Sunny South Views Apartment,25530469,Barry,,Ward 107,-33.8227,18.48273,Entire home/apt,899,2,5,2019-02-15,0.05,1,274,0,
7697118,Reimagined Period Townhouse in Green Point,13286229,Dale,,Ward 115,-33.90883,18.40996,Entire home/apt,2745,3,268,2024-11-30,2.35,15,66,4,
7702328,Coeur de Lion,11197263,Steven,,Ward 54,-33.92705,18.38601,Entire home/apt,25000,14,0,,,1,349,0,
7702746,Basic Private Bokaap 1BR apartment,39493696,Marco,,Ward 77,-33.91992,18.41279,Entire home/apt,757,1,5,2024-12-08,0.38,1,259,4,
8331107,Likizo apartment beach front,43918474,Veronique,,Ward 83,-34.11805,18.82895,Entire home/apt,2243,2,9,2021-12-26,0.08,1,26,0,
8334591,Family home in a forest setting.,33510467,Willie,,Ward 74,-34.02688,18.36918,Entire home/apt,4500,7,15,2024-01-08,0.13,1,171,2,
8347020,Spacious one room Suite 2,43425630,Gerolf,,Ward 4,-33.86627,18.50028,Private room,596,2,67,2024-06-26,0.60,4,264,3,
8348429,"Cottage Merlot, Stellenbosch",28569148,Deirdre,,Ward 105,-33.6772,18.60204,Entire home/apt,2700,3,2,2024-01-04,0.16,1,362,1,
8359710,Accom with a view in Gordon's Bay,44062987,Una,,Ward 100,-34.16272,18.86984,Entire home/apt,1000,2,98,2024-12-03,0.91,1,331,12,
8359802,creative VIEW in coolest neighborhood kalkbay,31446347,Marinda&Shaun,,Ward 64,-34.13204,18.44238,Entire home/apt,1399,3,163,2024-12-22,1.45,3,293,24,
8360684,Beautiful apartment with breathtaking views,20798536,Nele,,Ward 77,-33.93667,18.41525,Entire home/apt,750,7,7,2024-10-14,0.07,2,0,2,
8368965,Contemporary beach house with elevated sea views.,24752218,Jenny,,Ward 64,-34.1195,18.4578,Entire home/apt,5750,7,9,2024-01-29,0.08,2,221,1,
8374928,Self-Catering Room - Small Bay Guest House,44140520,Wilma,,Ward 23,-33.7954,18.45977,Private room,990,1,7,2024-07-22,0.06,1,314,2,
8376460,Kairos Lodge -  Disa loft self-catering apartment,44146901,Ali And Ian,,Ward 74,-34.01874,18.36866,Entire home/apt,,2,17,2023-05-01,0.16,2,0,0,
8377027,Elegant city centre flat with 270° views,44148123,Alexandre,,Ward 115,-33.921791,18.420151,Entire home/apt,1671,3,77,2024-12-20,2.53,2,263,29,
8377996,Beautiful Victorian 2 bedroom apartment with pool,18304257,Stewart,,Ward 77,-33.9268286,18.405513,Entire home/apt,6031,4,70,2024-12-20,2.61,3,98,29,
8379613,Spacious Studio | Spectacular Mountain Views,29967064,Chregan,,Ward 115,-33.91728,18.41927,Entire home/apt,2484,3,174,2024-11-20,1.56,1,311,6,
8381329,Altantic sea board,44168587,Andre,,Ward 54,-33.91252,18.39584,Entire home/apt,,6,6,2020-01-03,0.05,1,0,0,
8384286,Private bedroom In the White House close to CBD,3576139,Angela,,Ward 57,-33.93633,18.44398,Private room,635,2,61,2024-12-21,0.55,3,252,5,
8385598,Newly renovated house in the centre of Cape Town,8845544,Odette,,Ward 77,-33.92732,18.40788,Entire home/apt,,5,16,2023-01-09,0.15,3,0,0,
8386385,Rocky Beach Sea View Apartment-Simon's Town,44159323,Soula,,Ward 61,-34.20596,18.45525,Entire home/apt,1950,3,13,2023-03-20,0.12,3,271,0,
8395098,"Groenfontein Guest Farm, Philadelphia District",40360277,Mo,,Ward 32,-33.58398,18.5678,Entire home/apt,4500,1,9,2018-09-16,0.09,1,359,0,
8398653,Comfortable Three Bedroom House near the Promenade,9507246,Talia,,Ward 115,-33.90868,18.39533,Entire home/apt,3800,7,11,2024-05-01,0.10,2,259,2,
8399270,Oceans Reflection,25121060,Lizane,,Ward 54,-33.90975,18.39271,Entire home/apt,2300,3,16,2024-02-23,0.15,5,305,3,
8402332,Cosy 2 bedroom house,42378439,Bozena,,Ward 107,-33.81749,18.48398,Entire home/apt,,1,3,2022-12-18,0.04,2,318,0,
8402601,Funky self catering garden flat.,44222109,Karen,,Ward 113,-33.83163,18.49441,Entire home/apt,1300,1,28,2024-12-15,0.25,3,361,4,
8415167,Camps Bay 5 Star Holiday Mansion - Butler Service,61441,Kevin,,Ward 54,-33.95705,18.38124,Entire home/apt,,4,9,2024-03-09,0.11,6,281,1,
8416776,Modern One Bedroom Apartment in West Beach,21347619,Vera,,Ward 23,-33.81034,18.47622,Entire home/apt,921,2,36,2024-12-09,0.72,3,240,6,
8417006,Entertainers dream house with views,11475161,Susanne,,Ward 77,-33.94147,18.41106,Entire home/apt,,3,5,2023-08-28,0.05,5,0,0,
8418258,Surfer Pad near Camps Bay beach 2,25799859,Emilian,,Ward 54,-33.95622,18.37768,Private room,735,2,13,2024-12-23,0.12,5,78,2,
8420376,2nd Floor beach front apartment,29047749,Chantel,,Ward 83,-34.10503,18.81801,Entire home/apt,1400,2,19,2024-12-02,0.18,14,211,3,
8421097,Rm1 Blouberg Nature Reserve,44351056,Theresa,,Ward 113,-33.83655,18.51678,Private room,,1,8,2018-01-15,0.07,4,0,0,
8422629,HIbernian Towers 307,29047749,Chantel,,Ward 83,-34.11506,18.82343,Entire home/apt,1749,2,19,2024-07-10,0.23,14,48,2,
8424158,Cosy room in rustic home (Room1),21797389,Darryl,,Ward 57,-33.94266,18.47031,Private room,413,5,54,2024-10-11,0.49,2,272,12,
8432266,Family Friendly Holiday Home -Claremont Cape Town,4614331,Vanessa,,Ward 58,-33.98061,18.47598,Entire home/apt,3143,7,2,2020-01-11,0.02,1,92,0,
8432984,Victorian house in Green Point,5805928,Hans,,Ward 115,-33.90725,18.40861,Entire home/apt,5500,3,122,2024-12-20,1.10,4,84,12,
8433829,Tranquille Manor,37632571,Sabine,,Ward 21,-33.84725,18.65372,Private room,,2,0,,,3,0,0,
8443532,Chateaux Miller,25991174,Aubrey,,Ward 54,-33.92204,18.38795,Entire home/apt,30000,10,3,2023-02-06,0.08,10,356,0,
8446666,Claremont Rose Cottage,44458755,Christelle,,Ward 59,-33.987,18.45869,Entire home/apt,1200,3,39,2024-12-12,0.37,1,325,7,
8452851,Modern Self- Catering Apartment in West Beach,21347619,Vera,,Ward 23,-33.80911,18.47461,Entire home/apt,750,2,176,2024-12-12,1.61,3,217,8,
8455166,The White Manor,44507188,Jacques And Charne,,Ward 62,-34.01251,18.44236,Entire home/apt,3557,1,3,2023-12-26,0.03,2,297,0,
8465263,Surf&Yoga Studio 1,29448957,Surf And Yoga,,Ward 107,-33.81569,18.48587,Entire home/apt,798,2,16,2024-11-22,0.15,4,119,4,
8465580,Surf&Yoga Studio II,29448957,Surf And Yoga,,Ward 23,-33.81496,18.48437,Entire home/apt,836,2,6,2024-09-03,0.06,4,156,1,
8466030,Surf&Yoga Studio III,29448957,Surf And Yoga,,Ward 107,-33.81521987915039,18.485450744628906,Entire home/apt,835,2,17,2022-05-08,0.21,4,235,0,
8466170,Cosy and Clean Beach Studio,16781068,Corné,,Ward 61,-34.13729,18.33367,Entire home/apt,1439,1,13,2024-03-25,0.13,4,356,3,
8475666,Surfer Pad near Camps Bay beach 3,25799859,Emilian,,Ward 54,-33.95589,18.37756,Private room,542,2,17,2024-11-28,0.15,5,94,3,
8476642,Cosy Garden Cottage in the heart of the Village,44639460,Margaret,,Ward 64,-34.1045,18.46984,Entire home/apt,829,3,169,2024-12-11,1.51,1,297,24,
8480399,10 on ou Kraal,44663213,Philip & Glenda,,Ward 5,-33.86458,18.5556,Entire home/apt,675,2,68,2024-12-13,0.62,1,279,6,
8483246,Camps Bay Panoramic Views in Ocean & Mountain,43424974,Philip Parker,,Ward 54,-33.96231,18.38191,Entire home/apt,25249,5,28,2024-08-11,0.26,1,162,5,
8492493,Big Family & Friends  Holiday Home for Summer,34723019,Roelof,,Ward 115,-33.91162,18.40558,Entire home/apt,6825,3,34,2024-12-25,0.30,1,310,13,
8493051,bantry bay sea view apartment,23879690,Sophia,,Ward 54,-33.92568,18.37914,Entire home/apt,3714,120,29,2024-04-20,0.26,1,228,3,
8496523,Scarborough Beach cottage.,34889264,Kate,,Ward 61,-34.19861,18.37323,Entire home/apt,5800,2,185,2024-11-30,1.85,2,302,23,
8504423,Designer Apartment,1492459,Renato,,Ward 77,-33.94057,18.42282,Entire home/apt,1857,7,18,2017-02-24,0.16,1,356,0,
8508162,Stunning space in CBD centre,13529482,Nicol Lee,,Ward 115,-33.92475,18.42202,Entire home/apt,,28,69,2020-03-18,0.68,1,0,0,
8509645,Bachelors Studio Apartment,44811356,Moegamad,,Ward 77,-33.93547,18.43234,Private room,,2,0,,,1,0,0,
8525448,Bachelor flat near Milnerton Lagoon,27208074,Elton,,Ward 55,-33.88582,18.488,Private room,,2,2,2018-01-05,0.02,1,0,0,
8530754,Self Catering Holiday Apartment,44916200,Toby,,Ward 61,-34.14968,18.42629,Entire home/apt,1093,2,8,2021-12-03,0.07,1,330,0,
8536344,Kite Beach Apartment with Stunning Sea Views,116018589,Johanna Petronella,,Ward 23,-33.81149,18.46992,Entire home/apt,1950,2,46,2024-09-30,0.42,6,224,3,
8546407,"Private home, tastefully furnished.",44991066,Ian,,Ward 74,-34.0113,18.33629,Entire home/apt,,14,0,,,1,0,0,
8547708,"Modern, Secure beautiful home!",41476860,Lauren,,Ward 54,-33.92173,18.38872,Entire home/apt,8999,7,0,,,1,362,0,
8548745,Cape Town City Studio Apt off Bree,38339781,Michaelle,,Ward 115,-33.92225,18.41764,Entire home/apt,1236,3,77,2024-11-04,0.69,1,258,13,
8573306,Rocky Beach self catering Studio - mountain view,44159323,Soula,,Ward 61,-34.2057,18.45639,Entire home/apt,1200,3,12,2024-01-07,0.11,3,336,1,
8575463,Le Petit Poucet,45132262,Oxana,,Ward 62,-34.01196,18.42524,Entire home/apt,2429,3,37,2024-12-24,0.43,1,160,8,
8576938,Exclusive Hillside Escape with Private Tropical Garden,21510703,Linda,,Ward 77,-33.9225,18.40504,Entire home/apt,1188,4,36,2024-11-30,0.32,3,271,1,
8577124,"Forest House ""Eyrie""",21510703,Linda,,Ward 77,-33.92276,18.40419,Entire home/apt,1150,4,67,2024-12-22,0.61,3,303,5,
8577459,"Forest House ""Treetops""",21510703,Linda,,Ward 77,-33.92276,18.40415,Entire home/apt,1214,3,95,2024-12-25,0.88,3,292,13,
8584410,Neptunes Isle 123,44332441,Dushina,,Ward 55,-33.89277,18.48217,Entire home/apt,2200,2,3,2017-12-23,0.03,1,53,0,
8585098,"2 bedroom, 100 sqm, self catering",41934179,Nicole,,Ward 15,-34.06958,18.84538,Entire home/apt,1286,1,104,2024-11-30,0.93,3,274,8,
8588991,Cnik self catering,45201483,Jenny,,Ward 23,-33.80898,18.46999,Entire home/apt,,2,1,2017-01-15,0.01,1,0,0,
8591483,Spacious modern Studio apartment,45214198,Richard,,Ward 15,-34.05689,18.84985,Hotel room,,2,0,,,1,0,0,
8600551,VILLA ST. LEON - Apartment 1 -,31778404,Bärbel,,Ward 54,-33.92999,18.37854,Entire home/apt,3271,4,9,2024-11-25,0.08,2,180,3,
8603238,Rocklands Seaside B & B - Dolphin Studio,35372891,Erica,,Ward 61,-34.2144,18.46211,Private room,1780,1,38,2023-04-22,0.36,3,273,0,
8606669,Luxury Beachfront Holiday Apartment,42707985,Charl,,Ward 83,-34.10317,18.81588,Entire home/apt,2600,14,4,2017-01-06,0.04,1,345,0,
8613233,"Spacious Family Summer Home, Central",45311078,Gwenhwyfar,,Ward 58,-33.9682,18.48623,Entire home/apt,3600,14,4,2023-01-04,0.04,1,173,0,
8618948,Asher's In The Strand,45339751,Clinton,,Ward 83,-34.1027,18.81683,Entire home/apt,2700,2,36,2024-12-04,0.53,1,30,7,
8625675,Far Horizon  Penthouse. Llandudno,45369729,Rose,,Ward 74,-34.0064,18.34233,Entire home/apt,3800,4,49,2024-09-10,0.45,1,6,4,
8004527,Endless Summer Loft Cottage,38135287,Harry,,Ward 23,-33.8062,18.46977,Entire home/apt,1852,7,5,2024-01-23,0.05,3,307,1,
8012475,modern & cozy room in beach house,42305729,Mariama,,Ward 23,-33.69927,18.44178,Private room,,5,0,,,1,0,0,
8020966,Delightful small house in Kenilworth leafy suburb,42353407,Pam,,Ward 59,-33.99866,18.46786,Entire home/apt,,3,2,2023-01-03,0.02,1,0,0,
8021557,"Relax, Unwind, Recharge in a Stunning, Secluded, Quiet Guesthouse in Bishops Court, Cape Town",42356290,Anthea,,Ward 62,-33.99243,18.43702,Entire home/apt,2564,2,155,2024-12-11,1.41,1,193,19,
8025915,"Tritonia self catering cottage Blouberg, Cape town",42378439,Bozena,,Ward 107,-33.81637,18.4853,Entire home/apt,,1,2,2019-01-01,0.02,2,281,0,
8031328,Charming 2br Apartment Cape Town,9872892,Sarishsingh,,Ward 55,-33.8896,18.51034,Entire home/apt,,1,21,2021-09-23,0.21,6,0,0,
8044096,Spectacular views over Cape Town & Sea & Mountain!,42480377,Lisa,,Ward 77,-33.93916,18.42976,Entire home/apt,1650,2,446,2024-12-13,3.95,1,310,48,
8061645,Design Loft with industrial chic,144553,Hans,,Ward 57,-33.93515,18.45715,Entire home/apt,2050,2,30,2024-03-06,0.27,4,330,3,
8062891,Family house Aurora Durbanville,42585507,Danielle,,Ward 112,-33.83563,18.62928,Entire home/apt,7000,2,43,2024-12-18,0.40,2,300,8,
8065439,Fairfield Cottage,12394994,Eileen,,Ward 58,-33.97386,18.47803,Entire home/apt,3857,3,125,2024-12-19,1.14,1,294,15,
