id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3191,Malleson Garden Cottage,3754,Brigitte,,Ward 57,-33.94762,18.47599,Entire home/apt,783,3,79,2024-06-18,0.56,1,11,4,
15007,Blaauwberg House on the beach in Bloubergstrand,59072,Dirk,,Ward 23,-33.80001,18.46063,Entire home/apt,6550,2,47,2024-10-19,0.35,3,46,2,
15068,Grande Bay,59318,Linda,,Ward 23,-33.78826,18.4594,Entire home/apt,3000,4,0,,,6,356,0,
15077,Relaxed beach living in style,59342,Georg,,Ward 4,-33.858356,18.490376,Private room,2165,2,7,2022-06-16,0.05,6,90,0,
15199,Self catering apartment,59694,Alexa,,Ward 115,-33.91115,18.41235,Entire home/apt,2500,14,2,2016-04-15,0.02,1,365,0,
15354,"Aurora Self Catering Units, Durbanville, Cape Town",60196,Ian,,Ward 112,-33.83074,18.63142,Entire home/apt,,3,0,,,1,0,0,
15480,In hip designer district of Cape T.,60443,Jean,,Ward 115,-33.92876,18.42247,Entire home/apt,690,30,23,2022-08-24,0.13,1,214,0,
15704,Hollywood Mansion & Spa Camps Bay with Butler,61441,Kevin,,Ward 54,-33.9659,18.37724,Entire home/apt,135000,4,3,2024-10-13,0.03,6,285,1,
16259,"Luxury Cottage, secure, spacious, no load shedding",63255,Cheryl,,Ward 59,-33.99612,18.46563,Entire home/apt,1495,2,17,2024-12-22,0.13,3,255,2,
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,Abe,,Ward 2,-33.89034,18.58852,Private room,,7,0,,,1,0,0,
19271,Largo House self catering suite,73439,Beverley,,Ward 59,-33.97918,18.45549,Entire home/apt,781,2,150,2024-12-23,0.96,5,263,37,
19384,2 bed home with a view under Table Mountain.,73764,Ingrid,,Ward 77,-33.92674,18.40597,Entire home/apt,1400,1,6,2023-03-29,0.06,1,56,0,
19561,Apartment in Durbanville,74188,Cherry,,Ward 103,-33.84229,18.67832,Private room,,2,0,,,1,0,0,
19658,Private Room,74504,Ricardo,,Ward 5,-33.87208,18.53586,Private room,,7,0,,,1,0,0,
20125,Double Bedr0om to Rent,76161,Debbie,,Ward 73,-34.0259,18.48428,Private room,,1,0,,,1,0,0,
20263,Villa Honeywood Residence 5 star Service,837661,Daniel,,Ward 64,-34.13647,18.41994,Entire home/apt,7200,5,2,2024-02-17,0.08,2,318,1,
20403,Light and Bright Somerset,76971,Bronwyn,,Ward 84,-34.10292,18.8709,Entire home/apt,,7,0,,,1,0,0,
20670,ROOM TO LET,78185,Gill,,Ward 64,-34.09151,18.48337,Private room,,3,0,,,1,0,0,
22994,Heritage Home in Cape Town suburbs,89107,Sandra,,Ward 58,-33.95784,18.48782,Entire home/apt,1817,7,18,2024-12-20,0.10,1,28,2,
36347,Cosy Downtown Loft with Views over Rooftop Deck,156196,Alan,,Ward 115,-33.92456,18.42238,Entire home/apt,2226,4,285,2024-12-08,2.19,1,188,11,
36483,"Stylish Studio, Pool, Parking, Wifi, kitchenette",156910,Dave,,Ward 107,-33.82157,18.48436,Private room,,28,37,2024-11-09,0.23,8,347,2,
36485,Stunning Studio Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.82063,18.48376,Private room,836,28,25,2022-12-19,0.15,8,360,0,
36499,Lovely Garden Cottage Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81963,18.48455,Entire home/apt,836,2,30,2022-02-12,0.18,8,275,0,
82212,Perfect Beachfront Apartment,404176,Gayle,,Ward 54,-33.91788,18.38626,Entire home/apt,7657,2,35,2024-09-08,0.22,5,260,2,
96036,Unique Town House -Green Point,510489,Christan,,Ward 115,-33.91017,18.41032,Entire home/apt,3579,4,25,2024-01-12,0.16,1,278,2,
101292,ChicShak Self Catering Accommodation in Muizenberg,531026,Carey,,Ward 64,-34.10327,18.47259,Entire home/apt,450,1,37,2022-05-31,0.26,1,0,0,
106673,Omega 4. Wouldn't you like to safely live here?,339579167,Penguins Cove,,Ward 23,-33.80609,18.46716,Entire home/apt,1500,2,23,2024-02-11,0.19,7,120,2,
114218,Table Mountain in the garden!,579839,Oliver,,Ward 77,-33.9386,18.39868,Entire home/apt,13266,7,25,2024-01-02,0.16,1,49,1,
122455,Ocean Views | Open Plan | Pool | 4Bed,613674,James,,Ward 115,-33.91026,18.40473,Entire home/apt,16307,4,28,2024-09-08,0.78,3,335,7,
123012,The Studio,615652,Doreen,,Ward 77,-33.93136,18.40629,Entire home/apt,3600,1,33,2018-09-02,0.21,5,275,0,
123076,GARDEN COTTAGE,615652,Doreen,,Ward 77,-33.93266,18.40766,Entire home/apt,4800,1,15,2017-03-24,0.09,5,224,0,
133339,Cape Town Gardens Guest Suite,654987,Alice,,Ward 77,-33.93576,18.40402,Private room,1764,2,103,2024-11-29,0.63,3,131,2,
200211,Cosy Ocean View Apartment,978466,Anne-Lotte,,Ward 54,-33.9143,18.39538,Entire home/apt,2755,2,128,2024-12-08,0.80,1,77,16,
218269,Spacious Heritage Cottage in the City-Safe&Cosy,255784,Don & Jaco,,Ward 115,-33.93153,18.40756,Entire home/apt,971,4,120,2024-12-07,0.75,15,283,18,
231402,Braeside House Loft Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,2550,3,100,2024-02-06,0.63,2,260,2,
255987,Bellevue Manor Guest House Sea point Cape Town,1345936,Gary,,Ward 54,-33.91478,18.39179,Private room,1150,3,73,2024-09-24,0.87,7,317,8,
275876,"Kloof Street Cottage, huge deck & panoramic views",1441807,Martin,,Ward 77,-33.93284,18.40775,Entire home/apt,1267,2,145,2019-07-26,0.92,1,50,0,
282586,Cottage de la Mer with Private Terrace and Dream Pool,1384294,Patrick,,Ward 54,-33.92649,18.38291,Entire home/apt,4025,4,51,2024-11-20,0.42,3,309,10,
282606,Sun Room,77323658,Andries,,Ward 59,-33.99628,18.46864,Private room,320,5,53,2024-11-30,0.37,4,290,10,
283053,Braeside House Main Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,2550,3,67,2024-10-27,0.42,2,247,1,
286894,SPOIL YOURSELF IN STYLE and COMFORT,1492767,Paul,,Ward 54,-33.92169952392578,18.383554458618164,Entire home/apt,1671,5,57,2024-12-02,0.36,2,309,24,
287211,Spacious three storied home  Cape town,1494208,Fiona,,Ward 77,-33.93456,18.40321,Entire home/apt,3429,2,25,2024-05-02,0.19,1,70,2,
291205,"""Sevensleepers"" Holiday Apartment",1512563,Hanne,,Ward 71,-34.07088,18.45068,Entire home/apt,950,3,23,2024-11-10,0.16,1,341,2,
292170,"Gay-friendly, City Bowl  Cape Town",1513113,Susara Susanna,,Ward 115,-33.93277,18.41939,Private room,700,3,7,2024-12-03,0.06,2,364,1,
298622,Stunning Sea View apt on the Cape Peninsula,1539169,Diane,,Ward 61,-34.20875,18.4594,Entire home/apt,1800,2,74,2024-12-15,0.47,1,303,4,
357793,CityChic @ the Piazza meets Table Mountain,1802190,Liliane,,Ward 115,-33.92528,18.42022,Entire home/apt,2929,4,230,2024-12-22,1.52,1,86,13,
357993,Beach View Studio with Balcony Walkout,1811942,Shannon,,Ward 54,-33.96455,18.38113,Entire home/apt,2109,2,108,2024-02-08,0.82,3,181,2,
363935,Surfers' Dream,1838554,Antje,,Ward 64,-34.10183,18.47495,Entire home/apt,,21,4,2020-12-30,0.03,2,0,0,
370531,Light & Fun House in Cape Town,1867661,Claudia,,Ward 57,-33.939449310302734,18.467430114746094,Entire home/apt,1100,28,23,2024-01-13,0.15,1,192,1,
381267,Victorian beauty in observatory!,1912713,Katrin,,Ward 57,-33.93894,18.47248,Entire home/apt,2000,15,0,,,2,360,0,
390198,Fabulous views,1952066,Rita,,Ward 54,-33.91351,18.39218,Private room,650,4,65,2024-05-03,0.42,8,302,2,
395538,5-star Penthouse with amazing views,1976676,Hiske,,Ward 115,-33.924,18.42221,Entire home/apt,3500,5,7,2018-01-02,0.05,1,264,0,
400107,Camps Bay Villa with Mountain Views near the Beach,1997313,Shirley,,Ward 54,-33.95426,18.37938,Entire home/apt,16000,2,57,2024-10-29,0.40,6,258,8,
443237,Tranquil and light mountain side apartment,115643576,Laura,,Ward 77,-33.93907,18.41643,Entire home/apt,1800,3,5,2024-06-22,0.03,5,209,2,
469356,Beautiful spacious cottage in upper Zwaanswyk,2256975,Diana,,Ward 71,-34.06806,18.41225,Entire home/apt,5000,3,17,2024-11-30,0.23,1,285,4,
471729,Seaview cottage in Scarborough,2339584,Gregory,,Ward 61,-34.19988,18.37755,Entire home/apt,1122,2,68,2024-04-08,0.55,2,306,3,
473856,Explore Cape Town from a Cosy Apartment in a Prime Location,2349400,Katrin,,Ward 115,-33.92786,18.41642,Entire home/apt,3543,2,190,2024-12-20,1.25,5,313,15,
474596,5 bedroom holiday home to rent in Cape Town,2352753,Cindy,,Ward 58,-33.96919,18.4882,Entire home/apt,8000,10,3,2023-02-18,0.04,1,357,0,
487252,Green Point Chic White Apartment near Waterfront,914135,David,,Ward 115,-33.910560607910156,18.410539627075195,Entire home/apt,2230,3,40,2024-08-22,0.26,4,218,2,
511414,"312 Rockwell - Sunny + Modern with Balcony, AirCon and WiFi",2516345,Jaco,,Ward 115,-33.91577,18.41777,Entire home/apt,2279,2,4,2020-12-06,0.03,88,354,0,
516875,"Rockwell 2bed, 2bath, Waterkant,  high floor&views",302466468,Donovan,,Ward 115,-33.91501,18.41935,Entire home/apt,3664,2,90,2024-12-15,0.61,2,247,6,
518545,"CBD Loft Free Wi-Fi, Parking, Gym, Balcony and BBQ",2516345,Jaco,,Ward 115,-33.92218,18.42151,Entire home/apt,2671,2,6,2022-08-08,0.05,88,327,0,
518726,COLLINGWOOD STUD Entire Guest House,2552379,David,,Ward 105,-33.81008,18.62134,Private room,,4,3,2016-01-03,0.02,3,0,0,
518837,5 Kingfisher Rd Studio apartment with a view,2552971,Lucinda,,Ward 61,-34.13822,18.33371,Entire home/apt,881,2,68,2024-11-17,0.93,2,279,10,
543206,2OceansApartments Adult Only SelfCatering Studio 1,2670647,Anja & Thomas,,Ward 69,-34.12146,18.39356,Entire home/apt,1380,2,3,2019-12-26,0.02,2,263,0,
553936,Modern Beach Front Apartment in Bloubergstrand,65714,John,,Ward 23,-33.81839,18.47531,Entire home/apt,,3,1,2022-03-07,0.03,2,279,0,
563459,Spacious bedroom with en-suite & separate entrance,2762369,Karis,,Ward 115,-33.9099,18.40314,Entire home/apt,1004,2,73,2024-12-08,0.76,2,305,18,
565844,Makai Surf Lodge Cape Town,2782178,Rik,,Ward 113,-33.82977,18.49745,Private room,877,4,5,2024-01-17,0.03,1,365,1,
590826,Cape Town Waterfront Apartment,2915241,Nicole,,Ward 115,-33.91248,18.42548,Entire home/apt,5060,2,9,2023-02-21,0.07,4,338,0,
606963,Lovely Guesthouse with Old-Fashioned Service and Ocean View,3007248,Florian,,Ward 64,-34.12555,18.44886,Private room,,1,108,2024-12-05,0.75,22,293,10,
613068,"Our family home, nice and cozy well",2600948,Justino,,Ward 21,-33.88196,18.63907,Entire home/apt,,1,0,,,1,0,0,
617238,"Stylish Apartment with Large, Covered Balcony",1852795,Jenny,,Ward 115,-33.91498947143555,18.418567657470703,Entire home/apt,1579,5,47,2024-04-30,0.32,3,132,1,
636290,"Colourful Loft with Free Wi-fi, Parking and gym",2516345,Jaco,,Ward 115,-33.91129,18.41617,Entire home/apt,2301,2,8,2023-01-06,0.06,88,150,0,
650049,"Chic City Loft, Mountain Views, Pool & Parking",2824970,Claire,,Ward 115,-33.91789,18.41844,Entire home/apt,4300,2,285,2024-12-23,2.08,1,315,28,
653488,Tasteful Twin Bedroom in Upmarket Location,3006485,Gordon,,Ward 115,-33.91238021850586,18.415029525756836,Private room,1376,2,17,2024-03-05,0.13,3,351,1,
659419,Self catering 3 bedrooms 3 bathrooms,3326652,Fabrizio,,Ward 4,-33.85342,18.49401,Entire home/apt,1825,1,66,2024-11-20,0.77,12,306,10,
660090,Separate entrance 2 bedrooms 2 bathrooms flat,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,2340,1,11,2024-11-25,0.12,12,339,2,
660099,One bedroom apartment,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,1014,1,18,2024-11-15,0.27,12,322,6,
667072,"Private, secure with great views and simple style.",3374257,Diana,,Ward 74,-34.04356,18.36675,Entire home/apt,2786,3,43,2024-06-03,0.32,2,310,5,
668544,"Llandudno Beachway Apartment, steps from the beach",3384207,Brenda,,Ward 74,-34.00744,18.34365,Entire home/apt,6500,4,47,2024-11-30,0.35,1,283,8,
1706299,Gathering Friends in Comfort and Deluxe,59342,Georg,,Ward 4,-33.858356,18.490376,Entire home/apt,9750,6,16,2022-10-15,0.12,6,45,0,
1707166,The Cape Cottage Simon's Town,9008122,Derek,,Ward 61,-34.20852,18.45662,Entire home/apt,2607,4,39,2024-04-08,0.30,1,334,2,
1712959,Sandown Sojourn Cozy Garden Cottage,9034479,Claire,,Ward 58,-33.97912,18.47512,Entire home/apt,800,3,40,2024-11-08,0.30,1,319,5,
1723346,"Well Finished, perfectly located apartment",1492767,Paul,,Ward 54,-33.92231,18.38235,Entire home/apt,1300,5,67,2024-12-19,0.50,2,295,16,
1724734,Abracadabra Loft,863983,Karin,,Ward 77,-33.93119,18.40224,Entire home/apt,12164,2,28,2024-12-23,0.21,2,311,21,
1739061,"Tranquil, secluded garden bedsit on mountain edge",5676433,Fiona,,Ward 77,-33.92476,18.40415,Entire home/apt,705,9,77,2024-03-31,0.56,3,109,3,
1755734,Ethnic Ararb LongTerm-Bedroom w/ private bathroom,9233395,Pier,,Ward 115,-33.90818,18.40041,Private room,1000,28,11,2024-11-28,0.27,4,254,4,
1762010,"Views, trees, peace",9261843,Jonathan,,Ward 69,-34.0963,18.36653,Entire home/apt,2800,2,43,2024-11-01,0.33,1,183,5,
1773094,Sensational Views from Springbok Rd in Cape Town,2006171,David,,Ward 115,-33.91263,18.40448,Entire home/apt,27119,3,161,2024-12-13,1.20,1,194,13,
1779152,Top Floor Apartment With Home Office & Fiber WI-FI,4504150,Simon,,Ward 54,-33.91944,18.38695,Entire home/apt,1345,1,85,2024-12-07,0.70,1,306,9,
1785395,Intaba - Apartment with Garden View,9370310,Tino & Anja,,Ward 15,-34.07716,18.83028,Private room,,2,2,2015-01-23,0.02,3,225,0,
1794790,Open-plan garden flat + sunny patio,5676433,Fiona,,Ward 77,-33.92469,18.40467,Entire home/apt,782,3,64,2024-02-08,0.47,3,125,3,
1795017,Salty Breeze Boutique Escape:Calm Garden Apartment,9416174,Birgit,,Ward 107,-33.81977,18.48508,Entire home/apt,2535,5,26,2024-10-29,0.24,5,355,3,
1795805,Private flatlet close to everything,9047137,Hanlie,,Ward 57,-33.9343,18.45385,Entire home/apt,647,2,122,2024-09-29,1.13,1,176,13,
1796238,EXQUISITE VIEWS - HISTORIC BO KAAP,9421088,Tracy,,Ward 77,-33.92345,18.41243,Entire home/apt,6000,7,6,2020-01-08,0.05,3,24,0,
1808811,Magnificent Table Mountain views,9478902,Gus,,Ward 77,-33.92808,18.40202,Private room,804,3,51,2024-03-15,0.38,2,355,2,
1812692,Ocean Bliss * 100m2 Escape*300m to beach*balcony,9416174,Birgit,,Ward 107,-33.82376,18.48177,Entire home/apt,1657,5,30,2024-12-14,0.29,5,337,8,
1812794,Harbour view Woodbine House,9497094,Roben,,Ward 64,-34.13005,18.44818,Entire home/apt,3000,180,0,,,1,359,0,
1833451,Salty Breeze Boutique Escape: Sunny Garden Cottage,9416174,Birgit,,Ward 107,-33.81995,18.48518,Entire home/apt,1365,5,23,2024-01-25,0.19,5,360,1,
1834106,Cottage in Gardens,20602565,Lance,,Ward 115,-33.93291091918945,18.409509658813477,Entire home/apt,5511,2,113,2024-12-02,0.88,69,168,21,
1848449,"The ""Secret Garden"" Cottage",9655270,Lynne,,Ward 61,-34.14253,18.33164,Entire home/apt,985,4,2,2024-01-29,0.18,1,226,2,
1852938,No load shedding! 5 Star loft-private patio-Wifi40,9675094,Frank,,Ward 115,-33.91288,18.41833,Entire home/apt,6400,2,255,2024-12-18,1.89,4,317,27,
1853069,Boutique City View Loft with Communal Pool and BBQ Area,2516345,Jaco,,Ward 115,-33.91125,18.41535,Entire home/apt,2723,2,9,2020-12-30,0.07,88,300,0,
672103,Magical manor house,3408518,Marc,,Ward 71,-34.04267,18.42773,Entire home/apt,7500,10,9,2022-01-06,0.06,1,335,0,
675177,501 New Cumberland - Stunning Beachfront Penthouse,2516345,Jaco,,Ward 115,-33.90066,18.40431,Entire home/apt,5343,2,23,2024-05-15,0.23,88,185,1,
678993,Bay Leaf Cottage,3455821,Gwendoline,,Ward 57,-33.93618,18.46611,Entire home/apt,1122,2,68,2024-12-06,0.47,1,263,5,
686495,Perfectly positioned Bakoven home,3517753,Odette,,Ward 54,-33.95909,18.37865,Entire home/apt,5500,7,7,2022-01-05,0.06,2,353,0,
688644,OLIVE'S COTTAGE,615652,Doreen,,Ward 77,-33.93321,18.40691,Entire home/apt,3800,1,39,2024-05-19,0.27,5,274,3,
690609,"Sunny, spacious & central in a hip neighborhood",212014848,Ashley,,Ward 57,-33.93651,18.46634,Entire home/apt,1600,3,183,2024-08-04,1.24,2,148,8,
697880,Private Garden Cottage,3576139,Angela,,Ward 57,-33.93624,18.44431,Entire home/apt,819,2,212,2024-12-12,1.45,3,312,9,
708351,Cape Cottage-A Home Away From Home,3642757,Jessica,,Ward 64,-34.08379,18.47682,Entire home/apt,1500,2,144,2024-10-03,0.98,1,69,10,
731764,Lido Beach Front Apartment with Sea Views,3809204,Chantal,,Ward 54,-33.91953,18.38404,Entire home/apt,3700,10,19,2024-07-22,0.26,4,71,4,
731882,African Beach Studio 1 - Ocean Facing,3809204,Chantal,,Ward 115,-33.90204,18.39954,Entire home/apt,2700,10,32,2024-08-01,0.27,4,121,4,
732339,Zebra Place Self Catering Rosendal Bellville. CT,3812467,Otto,,Ward 21,-33.86673,18.64441,Entire home/apt,850,2,61,2024-11-27,0.51,3,321,3,
732409,Guinea Fowl Place Tygervalley. Bellville. CT.,3812467,Otto,,Ward 21,-33.8668,18.64443,Entire home/apt,836,2,56,2024-11-26,0.38,3,301,3,
736534,Enjoy a Private Room in Chartfield Guesthouse,3007248,Florian,,Ward 64,-34.12617,18.44861,Private room,1550,2,97,2024-12-21,0.89,22,287,11,
742345,Room with a View - Green Point,3886732,Koos,,Ward 115,-33.90999,18.41148,Entire home/apt,729,3,39,2024-12-14,0.60,83,113,20,
743795,Bright Cosy Home with 100Mbps & 2 Car Garage!,3897359,Zac,,Ward 57,-33.93627,18.45388,Entire home/apt,1403,13,4,2024-03-04,0.36,1,248,4,
751785,Instaworthy Views. Free Parking. Walk Everywhere,2516345,Jaco,,Ward 115,-33.92423,18.42283,Entire home/apt,1695,2,14,2022-09-02,0.10,88,291,0,
754780,Large and clean room in a house,3971841,John,,Ward 57,-33.9345,18.46529,Private room,,14,0,,,1,0,0,
759767,Woodbridge Island Townhouse in private estate.,4004504,Steven,,Ward 55,-33.88595,18.48791,Entire home/apt,2100,10,19,2024-01-28,0.13,1,315,2,
768582,Stylish and bright Sea Point 1-Bed apartment,4054512,Lizzie,,Ward 54,-33.91449,18.39401,Entire home/apt,950,4,12,2024-03-28,0.08,1,277,1,
771176,African Sun,4065747,Don,,Ward 77,-33.93915,18.42456,Entire home/apt,847,2,281,2024-12-20,1.91,1,306,13,
776601,Beautiful Heritage Home,4094560,Amelia,,Ward 77,-33.94297,18.41952,Entire home/apt,,4,4,2024-01-02,0.04,3,0,1,
778089,Tristan's Beach House - Cape Town,2130446,Heather,,Ward 61,-34.138901,18.328859,Entire home/apt,5000,2,20,2024-11-07,0.14,2,329,5,
782166,Wessels House Studio,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,1303,2,32,2024-06-26,0.22,4,318,4,
782208,Wessels House - Central Calm Oasis - garden & pool,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,5414,3,190,2024-12-09,1.30,4,260,6,
790177,Gables Rest Self Catering Unit Somerset West,298060989,Sandie,,Ward 84,-34.08073,18.85926,Entire home/apt,1400,2,2,2023-03-07,0.02,3,334,0,
795400,"Woodstock House, Cape Town",4190050,Rob,,Ward 57,-33.93292,18.44942,Entire home/apt,1500,7,6,2019-01-07,0.05,1,356,0,
795614,Architectural Home Magnificent View,4173981,Lisa,,Ward 77,-33.92842,18.40144,Entire home/apt,8580,5,19,2024-02-14,0.14,1,241,3,
800546,Glen Beach Villa Three,4214801,Mary-Louise,,Ward 54,-33.9469,18.37914,Entire home/apt,15500,1,102,2024-11-28,0.85,11,297,10,
800623,Glen Beach Bungalow Penthouse,4214801,Mary-Louise,,Ward 54,-33.94707,18.37825,Entire home/apt,25000,1,116,2024-11-25,0.97,11,244,14,
801953,123 Ocean View Dr Apartment,4218169,Roy,,Ward 115,-33.91177,18.40159,Entire home/apt,,3,37,2022-09-30,0.30,1,194,0,
807366,Cosy Cape Town Beach Cottage In Security Estate,4248754,Michaela,,Ward 55,-33.88519,18.48619,Entire home/apt,1365,6,25,2022-09-30,0.19,1,128,0,
810042,Pineapple Cottage - Kalk Bay,4260566,Carol,,Ward 64,-34.12797,18.44605,Entire home/apt,1600,3,48,2024-11-14,0.33,3,89,9,
811611,8 On Burnside Under Table Mountain!,4267926,Ursula,,Ward 77,-33.92922,18.40736,Entire home/apt,1200,2,307,2024-12-23,2.14,1,298,22,
812750,Lovely Room in 'The White House',3576139,Angela,,Ward 57,-33.9363,18.44329,Private room,600,5,90,2024-12-04,0.62,3,197,6,
842387,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93008,18.40549,Private room,719,2,90,2024-04-16,0.62,17,315,3,
855361,"Spacious, Peaceful Estate - Mountain & Sea Views",4468950,Ashley & Debbie,,Ward 74,-34.01501,18.36165,Entire home/apt,4500,2,23,2023-04-30,0.17,3,180,0,
857701,Bay Splendour in Simon's Town (Self Catering),4486696,Fatima,,Ward 61,-34.18236,18.42457,Entire home/apt,2800,5,33,2024-12-22,0.39,1,276,4,
858532,Stylish City Loft Apartment (No Load Shedding),4492187,Luz Zoraida,,Ward 115,-33.92523,18.42385,Entire home/apt,1300,7,37,2024-01-31,0.28,1,289,1,
861257,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93011,18.40566,Private room,741,2,51,2024-05-06,0.37,17,356,3,
875916,Llandudno Penthouse  5 mins / beach / No loadsheds,4625439,Maureen,,Ward 74,-34.00893,18.34488,Entire home/apt,2149,4,14,2024-11-08,0.19,4,348,4,
879450,Mountain View Studio Apartment,692331,Louie,,Ward 58,-33.97567,18.47233,Entire home/apt,1403,2,76,2022-03-20,0.55,2,268,0,
887577,Lakehouse on the water in Ecoestate,4706907,Bridget,,Ward 69,-34.11662,18.37807,Entire home/apt,,10,2,2020-01-06,0.03,1,0,0,
893053,At Greenmarket Place apartment - stunning views,4749338,Katia,,Ward 115,-33.92222,18.41999,Entire home/apt,1797,2,39,2024-05-04,0.30,2,338,5,
897063,Central and Beautiful,3007944,Ian,,Ward 115,-33.91144,18.4116,Entire home/apt,903,3,153,2024-12-12,1.06,3,286,21,
900141,"Kapstadt, Milnerton Garden Cottage",4806391,Peter Hans,,Ward 55,-33.87818,18.49576,Entire home/apt,1170,4,36,2024-12-17,0.30,1,272,11,
900802,Belvedere on Barkley - Oak Suite,4812503,June Mary Graham,,Ward 58,-33.96183,18.48047,Private room,850,2,21,2024-12-16,0.36,2,306,9,
906093,Cosy Studio Apartment with Table Mountain View,2469634,Clyde,,Ward 115,-33.91273,18.41685,Entire home/apt,1200,5,85,2024-12-28,0.61,2,274,7,
911211,The Loft,615652,Doreen,,Ward 115,-33.931976,18.407118,Entire home/apt,4500,1,21,2023-12-20,0.16,5,262,0,
919640,luxury home in upmarket constantia,4940476,Andrew,,Ward 73,-34.0225,18.45536,Entire home/apt,,14,0,,,1,0,0,
933618,"Primaview, Camps Bay, Cape Town",5033305,Jonathan,,Ward 54,-33.95367,18.38623,Entire home/apt,2739,4,264,2024-12-17,1.83,1,105,18,
988881,"Long lease, Cape Town, unfurnished.",5428414,Naomi,,Ward 74,-34.03418,18.36039,Entire home/apt,,360,0,,,1,0,0,
991674,"Spacious, comfortable family home near Muizenberg",333963000,Jacqueline,,Ward 64,-34.08934,18.464,Entire home/apt,2229,6,5,2024-01-02,0.06,2,280,1,
1004855,"1 Bed apt, close to CB beach, Sleeps 3",5527126,Elize,,Ward 54,-33.96331,18.37749,Entire home/apt,2352,3,7,2024-01-14,0.05,20,307,1,
1005168,"Sea view Villa in Secure Gated Estate, Cape Town",5528437,Nicky,,Ward 74,-34.01224,18.35791,Entire home/apt,6500,12,9,2024-01-02,0.07,1,353,1,
1012627,Acacia Place,5509428,Cape Eazi Stayz,,Ward 115,-33.92286,18.42279,Entire home/apt,1207,1,15,2023-04-30,0.17,20,344,0,
1013146,Garden Room,77323658,Andries,,Ward 59,-33.99646,18.46759,Private room,400,5,24,2024-10-31,0.18,4,265,3,
1040292,Antares Loft,5509428,Cape Eazi Stayz,,Ward 115,-33.92289,18.42173,Entire home/apt,1122,2,3,2015-04-07,0.02,20,361,0,
1040329,Cape Citi Loft,5509428,Cape Eazi Stayz,,Ward 115,-33.92528,18.42274,Entire home/apt,1292,1,10,2021-11-17,0.08,20,319,0,
1043446,Life Loft,5509428,Cape Eazi Stayz,,Ward 115,-33.92285,18.4235,Entire home/apt,1122,1,9,2023-12-30,0.07,20,350,1,
1044351,Cape City View,5509428,Cape Eazi Stayz,,Ward 115,-33.92362,18.42192,Entire home/apt,1020,1,2,2021-12-09,0.01,20,330,0,
1046677,African Icon,5509428,Cape Eazi Stayz,,Ward 115,-33.91705,18.42472,Entire home/apt,1207,1,6,2023-02-26,0.06,20,336,0,
1049807,Rockefeller Suite,5509428,Cape Eazi Stayz,,Ward 115,-33.91519,18.4183,Hotel room,1870,2,14,2022-07-31,0.11,20,356,0,
1049961,Adenium Beachfront,5509428,Cape Eazi Stayz,,Ward 115,-33.90026,18.4045,Entire home/apt,2210,1,26,2024-03-30,0.21,20,294,1,
1050007,Studio Martini,5509428,Cape Eazi Stayz,,Ward 115,-33.92655,18.41475,Entire home/apt,1403,1,10,2024-02-07,0.09,20,211,2,
1058642,Private Residence Camps Bay Beach UPS Backup power,5807357,Michaeljon,,Ward 54,-33.9514,18.38436,Entire home/apt,5499,2,299,2024-12-08,2.72,1,51,40,
1075794,Fabulous 1-Bedroom De Waterkant Apt. WiFi included,1852795,Jenny,,Ward 115,-33.91522979736328,18.418516159057617,Entire home/apt,1659,5,42,2024-03-11,0.30,3,253,1,
1101917,Upper Constantia Guest House,2789205,Martin,,Ward 62,-34.00644,18.42661,Entire home/apt,8790,4,121,2024-12-10,0.89,2,242,12,
1111212,SC TOPDECK,6099617,Swen,,Ward 100,-34.16382,18.86643,Entire home/apt,,7,16,2020-01-03,0.12,1,0,0,
1144728,In Vibrant Ambience of Colour to bask in the sun,6276550,Astrid,,Ward 57,-33.93323,18.45348,Entire home/apt,,3,93,2024-01-03,0.68,1,0,1,
1182416,905 The Decks on Long Street,5808514,Brad,,Ward 115,-33.92179,18.42015,Entire home/apt,2921,2,40,2024-11-24,0.36,2,199,8,
1191976,Unwind at a Bespoke Sea View Studio near the V&A Waterfront,3809204,Chantal,,Ward 115,-33.89995,18.40758,Entire home/apt,2729,10,34,2024-11-23,0.26,4,133,2,
1194568,"Roomy Art Deco flat, Fresnaye/Sea Point, Cape Town",6527833,Isa,,Ward 54,-33.92078,18.38758,Entire home/apt,2963,3,54,2024-10-13,0.42,1,180,17,
